rank,Category,final_score,skill_match_pct,similarity_pct,matched_count,missing_count,matched_skills,missing_skills
538,AUTOMOBILE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
539,AUTOMOBILE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
540,AUTOMOBILE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
541,AUTOMOBILE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
542,CHEF,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
543,CHEF,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
544,CHEF,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
545,CHEF,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
546,CHEF,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
547,CHEF,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
548,CHEF,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
549,CHEF,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
550,CHEF,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
551,CHEF,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
552,CHEF,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
553,CHEF,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
554,FINANCE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
555,FINANCE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
556,FINANCE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
557,ACCOUNTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
558,FINANCE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
559,FINANCE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
560,FINANCE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
561,CHEF,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
562,FINANCE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
563,FINANCE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
564,FINANCE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
565,FINANCE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
566,FINANCE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
567,FINANCE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
568,FINANCE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
569,FINANCE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
570,FINANCE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
571,FINANCE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
572,FINANCE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
573,FINANCE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
574,FINANCE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
575,FINANCE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
576,FINANCE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
577,FINANCE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
578,FINANCE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
579,FINANCE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
580,FINANCE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
581,FINANCE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
582,FINANCE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
583,FINANCE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
584,FINANCE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
585,FINANCE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
586,FINANCE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
587,FINANCE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
588,FINANCE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
589,FINANCE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
590,FINANCE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
591,FINANCE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
592,FINANCE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
